#fname,lanme,Position,Number,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,FaceShield,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck
Damion,Square,DT,98,Alabama,2/6/1989,Right,293,6' 3",Large,Skin 4,Face 4,No,Standard,Type 5,Clear,No,No,Taped,Taped,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None
Kurt,Coleman,SS,27,Ohio State,7/1/1988,Right,200,5' 11",Normal,Skin 2,Face 6,No,Standard,Type 5,None,Yes,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Mike,McGlynn,G,75,Pittsburgh,3/8/1985,Right,325,6' 4",Large,Skin 1,Face 11,No,Revolution,Type 26,None,No,No,Type 4,Type 4,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Frankie,Hammond,WR,85,Florida,2/17/1990,Right,184,6' 1",Skinny,Skin 4,Face 2,No,Standard,Type 2,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None
Albert,Wilson,WR,12,None,7/12/1992,Right,200,5' 9",Normal,Skin 2,Face 3,No,Standard,Type 2,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Demetrius,Harris,TE,84,None,7/29/1991,Right,230,6' 7",Normal,Skin 4,Face 6,No,Standard,Type 2,None,No,Yes,Team 4,Team 4,None,None,None,None,None,Style 6,Style 6,None,None
Zach,Fulton,G,73,Tennessee,9/23/1991,Right,316,6' 5",Large,Skin 5,Face 6,No,Revolution,Type 23,None,No,Yes,Team 1,Team 1,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Cairo,Santos,K,5,Tulane,11/12/1991,Right,160,5' 8",Normal,Skin 1,Face 4,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None
Kevin,Vickerson,DE,94,Michigan State,1/8/1983,Right,328,6' 5",Large,Skin 3,Face 5,No,Standard,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Dwayne,Bowe,WR,82,Louisiana State,9/21/1984,Right,221,6' 2",Normal,Skin 3,Face 6,Yes,Standard,Type 2,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Jerry,Franklin,ILB,59,Arkansas,1/10/1988,Right,245,6' 1",Normal,Skin 4,Face 3,No,Standard,Type 7,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Jamell,Fleming,CB,30,Oklahoma,5/5/1989,Right,206,5' 11",Normal,Skin 2,Face 6,No,Standard,Type 5,None,No,No,Team 1,Team 1,Single White,Single White,None,None,None,Style 3,Style 3,None,None
Donald,Stephenson,T,79,Oklahoma,9/30/1988,Right,312,6' 6",Large,Skin 4,Face 14,No,Revolution,Type 26,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Taped,Taped,None,None
Anthony,Castonzo,T,74,Boston College,8/9/1988,Right,307,6' 7",Large,Skin 1,Face 13,No,Revolution,Type 26,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Adam,Vinatieri,K,4,South Dakota State,12/28/1972,Right,208,6 '0",Normal,Skin 17,Face 5,No,Standard,Type 3,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None
Pat,McAfee,P,1,West Virginia,5/2/1987,Right,233,6' 1",Normal,Skin 1,Face 7,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,Team,Style 6,Style 6,None,None
Cory,Redding,DE,90,Texas,11/15/1980,Right,318,6' 4",Large,Skin 4,Face 14,No,Standard,Type 8,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,High White,High White,None,Style 6,Style 6,None,None
Andrew,Luck,QB,12,Stanford,9/12/1989,Right,239,6' 4",Normal,Skin 1,Face 5,No,Standard,Type 3,None,No,No,None,None,Quarterback,None,None,None,None,Style 1,Style 1,None,None
T.Y.,Hilton,WR,13,None,11/14/1989,Right,178,5' 9",Normal,Skin 4,Face 3,No,Standard,Type 2,None,Yes,No,Team 3,Team 3,None,None,High White,High White,None,Style 1,Style 1,None,None
Coby,Fleener,TE,80,Stanford,9/20/1988,Right,247,6' 6",Normal,Skin 1,Face 5,No,Standard,Type 3,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Whit
Vontae,Davis,CB,21,Illinois,5/27/1988,Right,204,5' 11",Normal,Skin 5,Face 4,No,Standard,Type 5,Clear,No,No,Type 3,Type 3,Single Black,Single Black,None,None,None,Style 5,Style 5,None,None
Jerrell,Freeman,ILB,50,None,5/1/1986,Right,232,6 '0",Normal,Skin 3,Face 1,No,Revolution,Type 7,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Sergio,Brown,FS,38,Notre Dame,5/22/1988,Right,217,6' 2",Normal,Skin 5,Face 4,Yes,Standard,Type 3,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 2,Style 2,None,None
Josh,Chapman,DT,96,Alabama,6/10/1989,Right,341,6 '0",Extra Large,Skin 4,Face 7,No,Revolution,Type 23,None,No,No,Team 1,Team 1,Taped Large,Taped Large,None,None,None,Style 3,Style 3,None,None
Darius,Butler,CB,20,Connecticut,3/18/1986,Right,186,5' 10",Normal,Skin 5,Face 3,No,Revolution,Type 5,None,No,Yes,Team 3,Team 3,Single Black,Single Black,None,None,None,Style 6,Style 6,None,None
Matt,Overton,C,45,None,7/6/1985,Right,242,6' 1",Large,Skin 1,Face 2,No,Revolution,Type 7,None,No,No,None,None,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Matt,Hasselbeck,QB,8,Boston College,9/25/1975,Right,235,6' 4",Normal,Skin 17,Face 2,No,Standard,Type 3,None,Yes,No,None,None,Single White,None,None,None,None,Style 3,Style 3,None,None
Gosder,Cherilus,T,78,Boston College,6/28/1984,Right,314,6' 7",Large,Skin 4,Face 13,No,Revolution,Type 23,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Ricky,Jean-Francois,DE,99,Louisiana State,11/23/1986,Right,297,6' 3",Large,Skin 6,Face 7,No,Standard,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,Neoprene,Neoprene,None,Style 6,Style 6,None,None
Erik,Walden,OLB,93,Middle Tennessee St.,8/21/1985,Right,250,6' 2",Normal,Skin 6,Face 5,Yes,Revolution,Type 6,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None
Khaled,Holmes,C,62,USC,1/19/1990,Right,319,6' 3",Large,Skin 2,Face 7,No,Revolution,Type 10,None,No,No,Team 1,Taped,Taped Small,Taped Small,Neoprene,None,None,Style 6,Style 6,None,None
Hugh,Thornton,G,69,Illinois,6/28/1991,Right,334,6' 3",Large,Skin 2,Face 1,No,Revolution,Type 6,None,Yes,No,Team 3,Team 3,Neoprene Large,Neoprene Large,None,None,None,Style 4,Style 4,None,None
Bjoern,Werner,OLB,92,Florida State,8/30/1990,Right,260,6' 3",Large,Skin 1,Face 6,No,Revolution,Type 7,None,No,Yes,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Josh,Gordy,CB,27,Central Michigan,2/9/1987,Right,196,5' 11",Skinny,Skin 3,Face 7,Yes,Revolution,Type 5,None,No,No,Team 4,Team 4,Single White,Single White,None,None,None,Style 6,Style 6,None,None
Joe,Reitz,T,76,Western Michigan,8/24/1985,Right,323,6' 7",Large,Skin 1,Face 1,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Jack,Doyle,TE,84,Western Kentucky,5/5/1990,Right,258,6' 5",Normal,Skin 1,Face 14,No,Standard,Type 7,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None
Trent,Richardson,RB,34,Alabama,7/10/1991,Right,225,5' 9",Normal,Skin 4,Face 2,Yes,Standard,Type 5,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None
Griff,Whalen,WR,17,Stanford,3/1/1990,Right,197,5' 11",Normal,Skin 1,Face 2,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None
Ahmad,Bradshaw,RB,44,Marshall,3/19/1986,Right,214,5' 10",Normal,Skin 4,Face 9,No,Revolution,Type 19,None,No,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 3,Style 3,None,None
Reggie,Wayne,WR,87,Miami (Fla.),11/17/1978,Right,200,6 '0",Skinny,Skin 4,Face 4,No,Standard,Type 5,None,Yes,Yes,Team 4,Team 4,None,None,High White,High White,None,Style 6,Style 6,None,None
Dwayne,Allen,TE,83,Clemson,2/24/1990,Right,265,6' 3",Normal,Skin 4,Face 9,No,Revolution,Type 5,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None
Montori,Hughes,DT,95,Tennessee-Martin,8/25/1990,Right,335,6' 4",Large,Skin 3,Face 7,No,Revolution,Type 10,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Greg,Toler,CB,28,None,1/2/1985,Left,190,6 '0",Skinny,Skin 3,Face 6,Yes,Revolution,Type 5,None,No,No,Team 3,Team 3,Elastic Large,Elastic Large,None,None,None,Style 6,Style 6,None,Whit
Hakeem,Nicks,WR,14,North Carolina,1/14/1988,Right,208,6' 1",Normal,Skin 5,Face 3,No,Revolution,Type 5,None,Yes,No,Team 2,Team 2,Double Black,Double Black,None,None,None,Style 3,Style 3,None,None
Arthur,Jones,DE,97,Syracuse,6/3/1986,Left,315,6' 3",Large,Skin 4,Face 14,No,Standard,Type 6,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Andy,Studebaker,OLB,58,None,9/16/1985,Right,248,6' 3",Normal,Skin 1,Face 2,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,High Black,High Black,None,Style 1,Style 1,None,None
D'Qwell,Jackson,ILB,52,Maryland,9/26/1983,Right,240,6 '0",Normal,Skin 5,Face 4,No,Standard,Type 7,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Josh,McNary,ILB,57,Army,4/10/1988,Right,251,6 '0",Normal,Skin 2,Face 2,No,Standard,Type 7,None,No,No,Type 3,Type 3,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 1,Style 1,None,None
Jack,Mewhort,G,75,Ohio State,9/30/1991,Right,306,6' 6",Large,Skin 1,Face 6,No,Standard,Type 6,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None
Donte,Moncrief,WR,10,Ole Miss,8/6/1993,Right,226,6' 2",Normal,Skin 3,Face 6,No,Standard,Type 5,None,Yes,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Jonathan,Newsome,OLB,91,Ball State,1/22/1991,Right,236,6' 3",Normal,Skin 3,Face 3,No,Standard,Type 5,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Mike,Adams,SS,29,Delaware,3/24/1981,Right,200,5' 11",Normal,Skin 4,Face 1,No,Revolution,Type 20,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Lance,Louis,G,60,San Diego State,4/24/1985,Right,320,6' 3",Extra Large,Skin 2,Face 4,Yes,Revolution,Type 23,None,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
A.Q.,Shipley,C,63,Penn State,5/22/1986,Right,309,6' 1",Large,Skin 1,Face 10,No,Revolution,Type 26,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Dan,Herron,RB,36,Ohio State,3/21/1989,Right,212,5' 10",Normal,Skin 3,Face 2,No,Standard,Type 2,None,No,No,Type 2,Type 2,None,None,None,None,None,Style 3,Style 3,None,None
Jonotthan,Harrison,C,72,Florida,8/25/1991,Right,308,6' 4",Large,Skin 4,Face 7,No,Revolution,Type 26,Clear,No,No,Team 1,Team 1,Double Team,Double Team,None,None,None,Style 6,Style 6,None,None
Zach,Kerr,DE,94,Delaware,8/29/1990,Right,335,6' 2",Extra Large,Skin 3,Face 5,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Large,Taped Large,None,None,None,Style 2,Style 2,None,None
Henoc,Muamba,ILB,51,None,2/23/1989,Right,242,6 '0",Normal,Skin 4,Face 2,No,Revolution,Type 7,Clear,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Loucheiz,Purifoy,CB,23,Florida,12/16/1992,Right,188,6' 1",Skinny,Skin 4,Face 3,No,Standard,Type 3,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 1,Style 1,None,None
Colt,Anderson,SS,32,Montana,10/25/1985,Right,194,5' 10",Normal,Skin 1,Face 6,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Jamon,Meredith,T,64,South Carolina,5/11/1986,Right,312,6' 5",Large,Skin 4,Face 6,Yes,Standard,Type 10,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Kelcy,Quarles,DE,73,South Carolina,1/23/1992,Right,294,6' 4",Extra Large,Skin 4,Face 6,No,Standard,Type 6,None,No,No,Type 3,Type 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Jalil,Brown,CB,25,Colorado,10/14/1987,Right,207,6' 1",Normal,Skin 3,Face 2,No,Standard,Type 5,None,No,No,Team 4,Team 4,None,None,None,None,None,Style 6,Style 6,None,None
Andrew,Jackson,ILB,54,Western Kentucky,3/16/1992,Right,254,6' 1",Normal,Skin 4,Face 10,No,Standard,Type 10,None,Yes,No,Type 3,Type 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,Washboard,Whit
Dewey,McDonald,FS,31,None,6/10/1990,Right,220,6 '0",Normal,Skin 2,Face 6,No,Standard,Type 5,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Victor,Butler,OLB,55,Oregon State,7/29/1987,Right,245,6' 2",Normal,Skin 4,Face 12,No,Standard,Type 10,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Whit
Dez,Bryant,WR,88,Oklahoma State,11/4/1988,Right,222,6' 2",Normal,Skin 5,Face 6,No,Standard,Type 3,Clear,Yes,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Dwayne,Harris,WR,17,East Carolina,9/16/1987,Right,207,5' 10",Normal,Skin 4,Face 3,Yes,Standard,Type 5,None,No,No,Team 3,Team 3,None,None,High White,High White,None,Style 3,Style 3,None,None
Jason,Witten,TE,82,Tennessee,5/6/1982,Right,261,6' 6",Normal,Skin 9,Face 10,No,Standard,Type 7,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
L.P.,LaDouceur,C,91,California,3/13/1981,Right,259,6' 5",Large,Skin 1,Face 7,No,Standard,Type 7,None,No,No,None,None,Single White,Single White,None,None,None,Style 3,Style 3,None,None
Doug,Free,T,68,Northern Illinois,1/6/1984,Right,325,6' 6",Extra Large,Skin 1,Face 13,No,Standard,Type 6,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Tyron,Smith,T,77,USC,12/12/1990,Right,318,6' 5",Large,Skin 3,Face 5,No,Standard,Type 6,None,No,No,Team 3,Team 3,Single White,Single White,High White,High White,None,Style 3,Style 3,None,None
Jermey,Parnell,T,78,Ole Miss,7/20/1986,Right,307,6' 6",Extra Large,Skin 4,Face 6,Yes,Revolution,Type 23,None,No,No,Type 1,Type 1,None,None,None,None,None,Style 6,Style 6,None,None
Dan,Bailey,K,5,Oklahoma State,1/26/1988,Right,191,6 '0",Skinny,Skin 1,Face 5,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None
DeMarco,Murray,RB,29,Oklahoma,2/12/1988,Right,219,6 '0",Normal,Skin 4,Face 3,No,Revolution,Type 5,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None
Mackenzy,Bernadeau,G,73,None,1/3/1986,Right,333,6' 4",Extra Large,Skin 11,Face 2,No,Standard,Type 6,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Brandon,Carr,CB,39,None,5/19/1986,Right,206,6 '0",Normal,Skin 4,Face 1,No,Standard,Type 5,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
James,Hanna,TE,84,Oklahoma,7/14/1989,Right,250,6' 4",Normal,Skin 2,Face 11,No,Revolution,Type 7,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Kyle,Wilber,OLB,51,Wake Forest,4/26/1989,Right,250,6' 4",Normal,Skin 2,Face 3,No,Standard,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Cole,Beasley,WR,11,SMU,4/26/1989,Right,180,5' 8",Skinny,Skin 1,Face 5,No,Standard,Type 5,None,No,No,Team 3,Team 3,None,None,None,None,None,Style 3,Style 3,None,None
Bruce,Carter,OLB,54,North Carolina,2/19/1988,Right,246,6' 3",Normal,Skin 4,Face 6,No,Standard,Type 7,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None
Chris,Jones,P,6,None,7/21/1989,Left,197,6 '0",Normal,Skin 1,Face 6,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 1,Style 2,None,None
Barry,Church,FS,42,Toledo,2/11/1988,Right,218,6' 2",Normal,Skin 3,Face 6,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 3,Style 3,None,None
Joseph,Randle,RB,21,Oklahoma State,12/29/1991,Right,198,6 '0",Normal,Skin 4,Face 2,No,Standard,Type 5,Clear,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,None
Terrance,Williams,WR,83,Baylor,9/8/1989,Right,200,6' 2",Normal,Skin 3,Face 2,No,Standard,Type 2,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Gavin,Escobar,TE,89,San Diego State,2/3/1991,Right,249,6' 6",Normal,Skin 1,Face 1,No,Standard,Type 7,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 1,Style 1,None,None
Travis,Frederick,C,72,Wisconsin,3/18/1991,Right,311,6' 3",Large,Skin 1,Face 13,No,Standard,Type 7,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Nick,Hayden,DT,96,Wisconsin,2/4/1986,Right,301,6' 4",Large,Skin 1,Face 4,No,Revolution,Type 26,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
J.J.,Wilcox,SS,27,Georgia Southern,2/14/1991,Right,217,6 '0",Normal,Skin 3,Face 2,No,Revolution,Type 5,Clear,No,Yes,Type 1,Type 1,None,None,None,None,None,Style 1,Style 1,None,None
Ronald,Leary,G,65,Memphis,4/29/1989,Right,331,6' 3",Large,Skin 3,Face 4,No,Revolution,Type 10,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
George,Selvie,DE,99,South Florida,3/6/1987,Right,270,6' 4",Large,Skin 4,Face 11,No,Standard,Type 10,None,No,No,Type 4,Type 4,None,None,High White,High White,None,Style 1,Style 1,None,None
Jeff,Heath,SS,38,Saginaw Valley,5/14/1991,Right,209,6' 1",Normal,Skin 1,Face 5,No,Standard,Type 5,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Tyler,Clutts,FB,44,Fresno State,11/9/1984,Right,254,6' 2",Large,Skin 1,Face 4,No,Standard,Type 7,None,No,No,None,None,Single White,Single White,None,None,None,Style 2,Style 2,None,None
Sterling,Moore,CB,26,SMU,2/3/1990,Right,199,5' 10",Skinny,Skin 2,Face 7,No,Standard,Type 5,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Tony,Romo,QB,9,Eastern Illinois,4/21/1980,Right,236,6' 2",Normal,Skin 1,Face 5,No,Standard,Type 3,None,No,No,None,None,Quarterback,None,None,High White,None,Style 3,Style 3,None,None
Lance,Dunbar,RB,25,North Texas,1/25/1990,Right,188,5' 8",Normal,Skin 4,Face 2,No,Standard,Type 5,None,Yes,Yes,Team 3,Team 3,None,None,None,None,None,Style 3,Style 3,None,None
Tyrone,Crawford,DE,98,Boise State,11/22/1989,Right,284,6' 4",Normal,Skin 2,Face 3,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Justin,Durant,OLB,52,Hampton,9/21/1985,Right,228,6' 1",Normal,Skin 5,Face 13,No,Revolution,Type 14,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None
Brandon,Weeden,QB,3,Oklahoma State,10/14/1983,Right,220,6' 3",Normal,Skin 1,Face 6,No,Standard,Type 2,None,No,No,None,None,Single Black,None,None,None,None,Style 3,Style 3,None,None
Henry,Melton,DT,69,Texas,10/11/1986,Right,295,6' 3",Large,Skin 4,Face 9,No,Standard,Type 10,Clear,No,No,Team 2,Team 2,Single Black,Single Black,None,None,None,Style 2,Style 2,None,None
Terrell,McClain,DT,97,South Florida,7/20/1988,Right,293,6' 2",Large,Skin 3,Face 5,No,Standard,Type 6,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Whit
Jeremy,Mincey,DE,92,Florida,12/14/1983,Right,265,6' 4",Normal,Skin 3,Face 13,No,Standard,Type 6,None,No,No,Team 3,Team 3,Single White,Single White,None,None,None,Style 1,Style 1,None,None
Cameron,Lawrence,OLB,53,Mississippi State,1/20/1991,Right,234,6' 2",Normal,Skin 1,Face 2,No,Standard,Type 7,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Anthony,Spencer,DE,93,Purdue,1/23/1984,Right,262,6' 3",Normal,Skin 3,Face 13,No,Revolution,Type 12,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None
Zack,Martin,G,70,Notre Dame,11/20/1990,Right,305,6' 4",Large,Skin 1,Face 7,No,Standard,Type 12,None,No,No,Type 1,Type 1,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Anthony,Hitchens,ILB,59,Iowa,6/10/1992,Right,233,6' 1",Normal,Skin 3,Face 2,No,Standard,Type 5,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Devin,Street,WR,15,Pittsburgh,3/30/1991,Right,195,6' 3",Normal,Skin 3,Face 3,No,Revolution,Type 3,Clear,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Rolando,McClain,ILB,55,Alabama,7/14/1989,Right,259,6' 4",Normal,Skin 5,Face 7,No,Standard,Type 7,None,No,Yes,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
C.J.,Spillman,FS,37,Marshall,5/6/1986,Right,199,6 '0",Normal,Skin 2,Face 3,No,Standard,Type 5,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Jack,Crawford,DE,58,Penn State,9/7/1988,Right,281,6' 5",Large,Skin 2,Face 7,No,Revolution,Type 6,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None
Dustin,Vaughan,QB,10,West Texas A&M,1/27/1991,Right,235,6' 5",Normal,Skin 1,Face 5,No,Standard,Type 2,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,None
Donald,Hawkins,T,71,Texas,4/22/1992,Right,310,6' 5",Large,Skin 4,Face 4,No,Revolution,Type 7,None,No,Yes,Type 1,Type 1,Taped Large,Taped Large,None,None,None,Style 6,Style 6,None,None
Davon,Coleman,DT,60,Arizona State,1/11/1991,Right,300,6' 2",Large,Skin 3,Face 3,Yes,Revolution,Type 12,Clear,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None
Ken,Bishop,DT,66,Northern Illinois,9/8/1990,Right,306,6 '0",Large,Skin 4,Face 5,Yes,Standard,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Korey,Toomer,OLB,56,Idaho,12/9/1988,Right,234,6' 2",Normal,Skin 3,Face 1,No,Standard,Type 12,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None
Tyler,Patmon,CB,20,Oklahoma State,1/26/1991,Right,185,5' 10",Normal,Skin 2,Face 3,No,Standard,Type 5,Clear,No,Yes,Team 3,Team 3,Double Black,Double Black,High Black,High Black,None,Style 3,Style 3,None,None
