#fname,lname,Position,JerseyNumber,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck,
Walt,Aikens,SS,35,Liberty,6/19/1991,Right,205,"6' 1""",Normal,Skin 4,Face 1,No,Standard,Type 5,Clear,No,No,Team 3,Team 3,Single Team,Single Team,None,None,None,Style 6,Style 6,None,None,
Jordan,Tripp,OLB,57,Montana,4/3/1991,Right,237,"6' 3""",Normal,Skin 1,Face 5,No,Revolution,Type 7,None,No,No,Type 4,Type 4,Double Black,Double Black,None,None,None,Style 6,Style 6,None,None,
Daryn,Colledge,G,67,Boise State,2/11/1982,Right,308,"6' 4""",Large,Skin 17,Face 15,No,Standard,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Samson,Satele,C,64,Hawaii,11/29/1984,Right,300,"6' 3""",Large,Skin 2,Face 13,Yes,Revolution,Type 6,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Taped,Taped,None,None,
Damien,Williams,RB,34,Oklahoma,4/3/1992,Right,222,"5' 11""",Normal,Skin 3,Face 6,No,Standard,Type 3,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,
Gator,Hoskins,FB,89,Marshall,12/19/1991,Left,248,"6' 2""",Normal,Skin 3,Face 3,No,Revolution,Type 5,Clear,No,Yes,Team 3,Team 3,None,None,None,None,None,Style 6,Style 6,None,None,
Terrence,Fede,DE,78,None,11/19/1991,Right,282,"6' 4""",Large,Skin 4,Face 3,No,Standard,Type 10,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,White,Style 6,Style 6,None,None,
Anthony,Johnson,DT,76,Louisiana State,1/24/1993,Right,304,"6' 2""",Large,Skin 4,Face 4,No,Revolution,Type 7,None,No,Yes,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Chris,McCain,OLB,58,California,11/21/1991,Right,250,"6' 5""",Large,Skin 4,Face 6,No,Revolution,Type 7,None,No,Yes,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Jonathan,Freeny,OLB,56,Rutgers,6/15/1989,Right,250,"6' 2""",Large,Skin 4,Face 14,No,Standard,Type 6,None,No,No,Team 3,Team 3,Elastic Large,Elastic Large,None,None,None,Style 3,Style 3,None,None,
Kelvin,Sheppard,ILB,97,Louisiana State,1/2/1988,Right,256,"6' 2""",Normal,Skin 4,Face 2,Yes,Standard,Type 5,Clear,No,Yes,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 4,Style 4,None,None,
Daniel,Thomas,RB,30,Kansas State,10/29/1987,Right,235,"6' 1""",Normal,Skin 3,Face 3,No,Revolution,Type 5,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None,
Deandre,Coleman,DT,62,California,1/27/1991,Right,315,"6' 3""",Large,Skin 4,Face 5,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Reshad,Jones,SS,20,Georgia,2/25/1988,Right,215,"6' 1""",Normal,Skin 5,Face 4,No,Standard,Type 5,None,Yes,No,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 1,Style 1,None,None,
Damian,Williams,WR,15,USC,5/26/1988,Right,200,"6' 1""",Normal,Skin 6,Face 5,No,Revolution,Type 5,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Nate,Allen,SS,29,South Florida,11/30/1987,Left,210,"6' 1""",Normal,Skin 3,Face 2,No,Revolution,Type 5,Dark,No,No,Team 3,Team 3,Single White,Single White,None,None,None,Style 6,Style 6,None,White,
Brent,Celek,TE,87,Cincinnati,1/25/1985,Right,255,"6' 4""",Normal,Skin 1,Face 10,No,Standard,Type 7,None,No,No,Type 4,Type 4,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,
Casey,Matthews,ILB,50,Oregon,1/16/1989,Right,245,"6' 1""",Normal,Skin 1,Face 6,No,Standard,Type 7,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Trent,Cole,OLB,58,Cincinnati,10/5/1982,Right,270,"6' 3""",Large,Skin 4,Face 13,No,Standard,Type 10,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
LeSean,McCoy,RB,25,Pittsburgh,7/12/1988,Right,208,"5' 11""",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,No,Team 2,Team 2,Double Black,Double Black,None,None,None,Style 6,Style 6,None,None,
Riley,Cooper,WR,14,Florida,9/9/1987,Right,222,"6' 3""",Normal,Skin 1,Face 2,No,Standard,Type 5,None,Yes,No,Team 4,Team 4,None,None,High White,High White,None,Style 6,Style 6,None,None,
Jon,Dorenbos,C,46,UTEP,7/21/1980,Right,250,"6 '0""",Normal,Skin 1,Face 4,No,Standard,Type 7,None,No,No,None,None,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Brandon,Graham,OLB,55,Michigan,4/3/1988,Right,265,"6' 2""",Extra Large,Skin 3,Face 10,No,Standard,Type 12,Clear,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
DeMeco,Ryans,ILB,59,Alabama,7/28/1984,Right,247,"6' 1""",Normal,Skin 4,Face 2,No,Revolution,Type 19,None,Yes,No,Team 4,Team 4,Elastic Large,Elastic Large,None,None,None,Style 3,Style 3,None,None,
Chris,Polk,RB,32,Washington,12/16/1989,Right,222,"5' 11""",Normal,Skin 2,Face 4,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Vinny,Curry,DE,75,Marshall,6/30/1988,Right,279,"6' 3""",Large,Skin 3,Face 1,No,Revolution,Type 26,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Fletcher,Cox,DE,91,Mississippi State,12/13/1990,Right,300,"6' 4""",Large,Skin 4,Face 1,No,Standard,Type 10,None,No,No,Team 4,Team 4,Taped Large,Taped Large,None,None,None,Style 2,Style 2,None,None,
Mychal,Kendricks,ILB,95,California,9/28/1990,Right,240,"6 '0""",Normal,Skin 2,Face 12,No,Standard,Type 12,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Brandon,Boykin,CB,22,Georgia,7/13/1990,Right,185,"5' 10""",Skinny,Skin 4,Face 10,No,Standard,Type 5,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,High White,High White,None,Style 6,Style 6,None,None,
Dennis,Kelly,G,67,Purdue,1/16/1990,Right,321,"6' 8""",Large,Skin 1,Face 7,No,Revolution,Type 23,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Cedric,Thornton,DE,72,None,6/21/1988,Right,309,"6' 4""",Large,Skin 4,Face 15,No,Standard,Type 10,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 2,Style 2,None,None,
Nick,Foles,QB,9,Arizona,1/20/1989,Right,243,"6' 6""",Normal,Skin 1,Face 6,No,Revolution,Type 3,None,Yes,No,None,None,Single Black,None,High White,None,None,Style 1,Style 1,None,None,
James,Casey,FB,85,Rice,9/22/1984,Right,240,"6' 3""",Normal,Skin 1,Face 6,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Jason,Kelce,C,62,Cincinnati,11/5/1987,Right,295,"6' 3""",Large,Skin 1,Face 7,No,Revolution,Type 6,None,No,No,Type 2,Taped,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 4,Style 4,None,None,
Jason,Peters,T,71,Arkansas,1/22/1982,Right,328,"6' 4""",Large,Skin 14,Face 10,No,Revolution,Type 19,None,No,No,Type 4,Type 4,Neoprene Small,Neoprene Small,Neoprene,Neoprene,None,Style 6,Style 6,None,None,
Todd,Herremans,G,79,Saginaw Valley,10/13/1982,Right,321,"6' 6""",Extra Large,Skin 1,Face 3,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 6,Style 6,None,None,
Connor,Barwin,OLB,98,Cincinnati,10/15/1986,Right,264,"6' 4""",Large,Skin 1,Face 11,No,Revolution,Type 10,None,No,No,Team 1,Team 1,Single Black,Single Black,None,None,None,Style 3,Style 3,None,None,
Bradley,Fletcher,CB,24,Iowa,6/25/1986,Right,200,"6 '0""",Normal,Skin 3,Face 5,No,Standard,Type 5,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,White,
Cary,Williams,CB,26,None,12/23/1984,Right,190,"6' 1""",Normal,Skin 2,Face 6,No,Standard,Type 5,Clear,No,No,Type 1,Type 1,Neoprene Small,Neoprene Small,High White,High White,None,Style 6,Style 6,None,None,
Matt,Barkley,QB,2,USC,9/8/1990,Right,227,"6' 2""",Normal,Skin 1,Face 13,No,Standard,Type 2,None,Yes,No,None,None,Quarterback,Single White,None,None,None,Style 6,Style 6,None,None,
Zach,Ertz,TE,86,Stanford,11/10/1990,Right,250,"6' 5""",Normal,Skin 1,Face 11,No,Revolution,Type 7,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Earl,Wolff,SS,28,North Carolina State,12/15/1989,Right,210,"5' 11""",Normal,Skin 2,Face 3,No,Standard,Type 5,Clear,No,No,Team 1,Team 1,Neoprene Large,Neoprene Large,None,None,None,Style 6,Style 6,None,None,
Bennie,Logan,DT,96,Louisiana State,12/28/1989,Right,309,"6' 2""",Large,Skin 4,Face 14,No,Standard,Type 10,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Donnie,Jones,P,8,Louisiana State,7/5/1980,Left,221,"6' 2""",Normal,Skin 1,Face 13,No,Revolution,Type 1,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,None,
Jeremy,Maclin,WR,18,Missouri,5/11/1988,Right,198,"6 '0""",Normal,Skin 5,Face 5,No,Revolution,Type 3,None,Yes,No,Team 4,Team 4,Single White,Single White,None,None,None,Style 6,Style 6,None,None,
Mark,Sanchez,QB,3,USC,11/11/1986,Right,225,"6' 2""",Normal,Skin 1,Face 4,No,Standard,Type 2,None,Yes,No,None,None,Single Black,Single Black,None,None,None,Style 6,Style 6,None,None,
Darren,Sproles,RB,43,Kansas State,6/20/1983,Right,190,"5' 6""",Normal,Skin 3,Face 3,No,Standard,Type 3,None,Yes,No,Team 1,Team 1,Single Black,Single Black,None,None,None,Style 3,Style 3,None,None,
Andrew,Gardner,T,66,Georgia Tech,4/4/1986,Right,308,"6' 6""",Extra Large,Skin 1,Face 7,No,Revolution,Type 26,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Bryan,Braman,OLB,56,West Texas A&M,5/4/1987,Right,241,"6' 5""",Normal,Skin 1,Face 2,No,Revolution,Type 7,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Nolan,Carroll,CB,23,Maryland,1/18/1987,Right,205,"6' 1""",Normal,Skin 2,Face 6,Yes,Revolution,Type 5,None,Yes,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,None,
Malcolm,Jenkins,FS,27,Ohio State,12/20/1987,Right,204,"6 '0""",Normal,Skin 3,Face 6,No,Revolution,Type 5,None,No,No,Team 4,Team 4,Double Black,Double Black,None,None,None,Style 3,Style 3,None,None,
Chris,Maragos,FS,42,Wisconsin,1/6/1987,Right,200,"5' 10""",Normal,Skin 1,Face 14,No,Standard,Type 5,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Marcus,Smith,OLB,90,Louisville,3/31/1992,Right,258,"6' 4""",Normal,Skin 3,Face 2,No,Standard,Type 5,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Josh,Huff,WR,11,Oregon,10/14/1991,Right,211,"5' 11""",Normal,Skin 4,Face 7,No,Standard,Type 2,Clear,No,Yes,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Jordan,Matthews,WR,81,Vanderbilt,7/16/1992,Right,209,"6' 3""",Normal,Skin 2,Face 6,No,Standard,Type 3,None,Yes,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Jaylen,Watkins,CB,37,Florida,11/27/1992,Right,194,"6 '0""",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,No,Team 2,Team 2,Single Team,Single Team,High White,High White,None,Style 1,Style 1,None,None,
Taylor,Hart,DE,97,Oregon,2/22/1991,Right,287,"6' 6""",Large,Skin 1,Face 5,No,Standard,Type 7,None,No,Yes,Team 4,Team 4,Double Black,Double Black,None,None,None,Style 6,Style 6,None,None,
Brad,Smith,WR,16,Missouri,12/12/1983,Right,213,"6' 2""",Normal,Skin 4,Face 3,No,Standard,Type 3,None,No,No,Team 4,Team 4,Quarterback,Single Black,None,None,None,Style 6,Style 6,None,None,
Jeff,Maehl,WR,88,Oregon,3/16/1989,Right,185,"6 '0""",Normal,Skin 1,Face 3,No,Standard,Type 5,None,Yes,Yes,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None,
Trey,Burton,TE,47,Florida,10/29/1991,Right,235,"6' 3""",Normal,Skin 2,Face 3,No,Standard,Type 2,None,Yes,No,Team 3,Team 3,Double White,Double White,None,None,None,Style 3,Style 3,None,None,
David,Molk,C,63,Michigan,12/15/1988,Right,290,"6' 1""",Large,Skin 1,Face 5,No,Revolution,Type 10,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Matt,Tobin,G,64,Iowa,6/5/1990,Right,303,"6' 6""",Large,Skin 1,Face 11,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,Collar,None,
Brandon,Bair,DE,93,Oregon,11/24/1984,Right,272,"6' 7""",Large,Skin 1,Face 2,No,Revolution,Type 19,None,No,No,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,
Beau,Allen,DT,94,Wisconsin,11/14/1991,Right,333,"6' 2""",Large,Skin 1,Face 7,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Cody,Parkey,K,1,Auburn,2/19/1992,Right,190,"6 '0""",Skinny,Skin 1,Face 6,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 3,Style 3,None,None,
Wade,Smith,G,73,Memphis,4/26/1981,Right,310,"6' 4""",Large,Skin 4,Face 15,No,Revolution,Type 10,Dark,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,Neoprene,Neoprene,None,Style 3,Style 3,None,None,
Emmanuel,Acho,ILB,51,Texas,11/10/1990,Right,240,"6' 2""",Normal,Skin 4,Face 5,No,Standard,Type 7,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Lane,Johnson,T,65,Oklahoma,5/8/1990,Right,310,"6' 6""",Large,Skin 1,Face 7,No,Standard,Type 6,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Roddy,White,WR,84,Alabama-Birmingham,11/2/1981,Right,211,"6 '0""",Normal,Skin 4,Face 3,Yes,Standard,Type 5,None,No,No,Type 2,Type 2,None,None,None,None,None,Style 1,Style 1,None,None,
Harry,Douglas,WR,83,Louisville,9/16/1984,Right,183,"6 '0""",Skinny,Skin 5,Face 6,No,Standard,Type 3,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Justin,Blalock,G,63,Texas,12/20/1983,Right,326,"6' 4""",Extra Large,Skin 3,Face 14,No,Revolution,Type 6,None,No,No,Type 1,Type 1,None,None,Neoprene,Neoprene,None,Style 3,Style 3,None,None,
Jonathan,Babineaux,DE,95,Iowa,10/12/1981,Right,300,"6' 2""",Extra Large,Skin 4,Face 11,No,Standard,Type 10,None,Yes,No,Team 1,Team 1,Single Black,Single Black,None,None,None,Style 1,Style 1,None,None,
Matt,Ryan,QB,2,Boston College,5/17/1985,Right,217,"6' 4""",Normal,Skin 1,Face 6,No,Standard,Type 3,None,Yes,No,None,None,Neoprene Large,Single Black,None,None,None,Style 1,Style 1,None,None,
Matt,Bryant,K,3,Baylor,5/29/1975,Right,203,"5' 9""",Normal,Skin 17,Face 3,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 3,Style 3,None,None,
Jacquizz,Rodgers,RB,32,Oregon State,2/6/1990,Right,196,"5' 6""",Skinny,Skin 3,Face 2,Yes,Revolution,Type 5,None,Yes,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Matt,Bosher,P,5,"Miami, FL",10/18/1987,Right,208,"6 '0""",Normal,Skin 1,Face 2,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 4,Style 2,None,None,
Peter,Konz,C,66,Wisconsin,12/20/1989,Right,317,"6' 5""",Large,Skin 1,Face 1,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Jonathan,Massaquoi,OLB,94,Troy State,5/18/1988,Right,264,"6' 2""",Large,Skin 4,Face 4,No,Standard,Type 10,None,No,No,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Taped,Taped,None,None,
Robert,McClain,CB,27,Connecticut,7/22/1988,Right,195,"5' 9""",Normal,Skin 3,Face 6,No,Revolution,Type 5,None,No,No,Team 1,Team 1,None,None,None,None,None,Style 3,Style 3,None,None,
Josh,Harris,C,47,Auburn,4/27/1989,Right,224,"6' 1""",Normal,Skin 1,Face 13,No,Standard,Type 7,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,None,
Steven,Jackson,RB,39,Oregon State,7/22/1983,Right,240,"6' 2""",Normal,Skin 12,Face 1,Yes,Standard,Type 7,Clear,Yes,Yes,Team 2,Team 2,None,None,High White,High White,None,Style 6,Style 6,None,None,
Osi,Umenyiora,OLB,50,Troy State,11/16/1981,Right,255,"6' 3""",Normal,Skin 19,Face 3,No,Standard,Type 6,None,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,High White,High White,None,Style 6,Style 6,None,None,
Levine,Toilolo,TE,80,Stanford,7/30/1991,Right,265,"6' 8""",Large,Skin 2,Face 14,No,Revolution,Type 3,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Malliciah,Goodman,DE,93,Clemson,1/4/1990,Right,276,"6' 4""",Large,Skin 4,Face 7,No,Standard,Type 19,None,No,No,Team 1,Team 1,Taped Small,Taped Small,High Team,High Team,None,Style 3,Style 3,None,None,
Stansly,Maponga,OLB,90,TCU,3/5/1991,Right,265,"6' 2""",Large,Skin 4,Face 9,No,Revolution,Type 10,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Paul,Worrilow,ILB,55,Delaware,5/1/1990,Right,230,"6' 1""",Normal,Skin 1,Face 5,No,Standard,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Robert,Alford,CB,23,None,11/1/1988,Right,186,"5' 10""",Skinny,Skin 3,Face 3,No,Standard,Type 5,Clear,Yes,No,Team 2,Team 2,None,None,None,None,None,Style 6,Style 6,None,None,
Desmond,Trufant,CB,21,Washington,9/10/1990,Right,190,"6 '0""",Normal,Skin 6,Face 7,Yes,Standard,Type 2,None,No,No,Team 4,Team 4,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,
Joplo,Bartu,ILB,59,None,10/3/1990,Right,230,"6' 2""",Normal,Skin 4,Face 6,No,Standard,Type 7,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,
Julio,Jones,WR,11,Alabama,2/3/1989,Right,220,"6' 3""",Normal,Skin 5,Face 7,No,Standard,Type 2,None,No,No,Team 3,Team 3,Single Black,Single Black,None,None,None,Style 3,Style 3,None,None,
Kroy,Biermann,OLB,71,Montana,9/12/1985,Right,255,"6' 3""",Large,Skin 1,Face 15,No,Revolution,Type 23,None,No,No,Type 3,Type 3,None,None,None,None,None,Style 3,Style 3,None,None,
Patrick,DiMarco,FB,42,South Carolina,4/30/1989,Right,234,"6' 1""",Normal,Skin 1,Face 7,No,Standard,Type 3,None,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,None,
Devin,Hester,WR,17,"Miami, FL",11/4/1982,Right,190,"5' 11""",Normal,Skin 21,Face 11,No,Standard,Type 5,Clear,Yes,Yes,Team 2,Team 2,None,None,High White,High White,None,Style 2,Style 2,None,None,
Jon,Asamoah,G,75,Illinois,7/21/1988,Right,305,"6' 4""",Large,Skin 3,Face 7,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Taped,Taped,None,White,
Paul,Soliai,DT,96,Utah,12/30/1983,Right,340,"6' 4""",Extra Large,Skin 2,Face 9,Yes,Standard,Type 10,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High White,High White,None,Style 6,Style 6,None,None,
Tyson,Jackson,DE,99,Louisiana State,6/6/1986,Right,296,"6' 4""",Large,Skin 5,Face 14,Yes,Standard,Type 10,None,No,No,Team 3,Team 3,None,None,None,None,None,Taped,Taped,None,White,
Javier,Arenas,CB,28,Alabama,10/28/1987,Left,197,"5' 9""",Skinny,Skin 5,Face 3,No,Standard,Type 5,None,Yes,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,
Josh,Wilson,CB,26,Maryland,3/11/1985,Right,188,"5' 9""",Normal,Skin 3,Face 7,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,None,None,White,Style 6,Style 6,None,None,
Dwight,Lowery,FS,20,San Jose State,1/23/1986,Right,212,"5' 11""",Normal,Skin 2,Face 4,No,Revolution,Type 3,None,Yes,No,Team 4,Team 4,Single Black,Single Black,High Black,High Black,None,Style 6,Style 6,None,None,
Bear,Pascoe,TE,86,Fresno State,2/23/1986,Right,265,"6' 5""",Normal,Skin 9,Face 10,No,Standard,Type 9,None,No,No,Team 1,Team 1,None,None,High White,High White,None,Style 6,Style 6,None,None,
Jake,Matthews,T,70,Texas A&M,2/11/1992,Right,305,"6' 5""",Large,Skin 1,Face 5,No,Standard,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 6,Style 6,Collar,None,
Ra'Shede,Hageman,DE,77,Minnesota,8/8/1990,Right,318,"6' 6""",Large,Skin 4,Face 6,No,Standard,Type 6,Clear,No,No,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 3,Style 3,None,None,
Dezmen,Southward,FS,41,Wisconsin,10/1/1991,Right,211,"6 '0""",Normal,Skin 4,Face 3,Yes,Revolution,Type 3,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,White,Style 2,Style 2,None,None,
Devonta,Freeman,RB,24,Florida State,3/15/1992,Right,203,"5' 8""",Normal,Skin 3,Face 1,Yes,Standard,Type 2,Clear,No,Yes,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
Prince,Shembo,ILB,53,Notre Dame,12/24/1991,Left,254,"6' 2""",Normal,Skin 6,Face 4,No,Revolution,Type 7,None,No,Yes,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,White,
T.J.,Yates,QB,13,North Carolina,5/28/1987,Right,217,"6' 4""",Normal,Skin 1,Face 2,No,Revolution,Type 3,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,None,
Sean,Renfree,QB,12,Duke,4/28/1990,Right,225,"6' 5""",Normal,Skin 1,Face 5,No,Standard,Type 3,None,No,No,None,None,Quarterback,None,None,None,None,Style 3,Style 3,None,None,
Antone,Smith,RB,35,Florida State,9/17/1985,Right,192,"5' 9""",Normal,Skin 4,Face 5,No,Standard,Type 5,None,No,No,Team 3,Team 3,None,None,None,None,None,Style 6,Style 6,None,None,
Eric,Weems,WR,14,Bethune-Cookman,7/4/1985,Right,195,"5' 9""",Normal,Skin 2,Face 3,No,Standard,Type 3,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
Corey,Peters,DT,91,Kentucky,6/8/1988,Right,305,"6' 3""",Large,Skin 3,Face 5,No,Revolution,Type 25,None,No,No,Type 3,Type 3,Single White,Single White,None,None,None,Style 3,Style 3,None,None,
Cliff,Matthews,DE,98,South Carolina,8/5/1989,Right,268,"6' 2""",Large,Skin 3,Face 12,No,Revolution,Type 26,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Nathan,Stupar,ILB,52,Penn State,3/14/1988,Right,240,"6' 2""",Normal,Skin 1,Face 6,No,Standard,Type 7,None,Yes,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,
James,Stone,G,62,Tennessee,4/26/1992,Right,291,"6' 3""",Normal,Skin 4,Face 4,No,Revolution,Type 26,None,No,No,Taped,Taped,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,None,
Gabe,Carimi,T,68,Wisconsin,6/13/1988,Right,316,"6' 7""",Large,Skin 1,Face 13,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,None,
